,index,description,category,civic_issue
16120,16121,Did you know 2.3 billion people are without a toilet in the world? Go support @WhoGivesACrapTP and make a difference for those without proper sanitation https://www.talkable.com/x/1TtsgG,Sanitation,1
16121,16122,"Green yourself by installing DAS Biogas toilet, a non-sewered sanitation treatment system that can give you Biogas to supplement cooking fuel. ",Sanitation,1
16122,16123,Oh! You just reminded me of my long-forgotten trip to Meadow Gold. Did anyone else also have to visit the sanitation plant in Ewa where there was a machine that took out toilet paper from the rest of the waste?,Sanitation,1
16123,16124,"Poor sanitation, toilet access, and hand washing.",Sanitation,1
16124,16125,Bill and Melinda Gates are on a mission to reinvent the toilet. They've invested $200 million in their pursuit of a better option for the billions of people worldwide in need of a sanitation solution. What about that? ,Sanitation,1
16125,16126,...and over 500 schools in Limpopo still have pit toilets/sanitation issues,Sanitation,1
16126,16127,"Public toilets save the world! This fascinating history article tells about how #publictoilets in #Paris helped the resistance plan against #Nazis. Pretty cool, and perhaps a reason to install toilets? #toiletsforall #sanitation @LondonLooTours",Sanitation,1
16127,16128,A new study shows that #Malaysia has been able to spread access to #toilets and safe #sanitation to nearly 100% of the partial #island nation.,Sanitation,1
16128,16129,"@sardesairajdeep @vivekagnihotri No celebrity was ever seen standing for farmers. Never seen standing with public not having basic facilities, employment, education, toilets, health &amp; sanitation, road connectivity, transport, justice etc. Why? They do not watch expensive films.",Sanitation,1
16129,16130,Fake news from a pretend journalist who is a verified propaganda arm of Iran. You should return to the US - MSNBC is in need sanitation engineers who excel in cleaning toilets.,Sanitation,1
16130,16131,Thank you for your very good works supporting the slums around the FCT. We are also willing to partner and collaborate as we seek to demonstrate sanitation solutions to the urban poor using our Bio Digester toilet designs.,Sanitation,1
16131,16132,"Malaysia’s Rise, From Buckets and Hanging Toilets, to Universal Sanitation http://dlvr.it/RMfB1k",Sanitation,1
16132,16133,"Futuristic toilets, app-connected diapers and wired litter boxes are among the high tech innovations in sanitation on display at this year's Consumer Electronics Show. ",Sanitation,1
16133,16134,"Malaysia’s Rise, From Buckets and Hanging Toilets, to Universal Sanitation http://dlvr.it/RMf6Yx",Sanitation,1
16134,16135,"Hong Kong has a fine public healthcare system which is proven by the longevity. However, my biggest criticism is the toilet facilities in the public hospitals. Lack in number and poor in sanitation. They simply don't care...",Sanitation,1
16135,16136,#RFP: 20-034 RFQ STATEWIDE ON-CALL PORTABLE TOILET RENTAL (Washroom sanitation services) http://www.bidsusa.net/Default.CFM?Page=400&amp;PC=3B070A0A&amp;BSID=2874797,Sanitation,1
16136,16137,Sanitation inspection and Toilet inspection at Narsapur X road @GHMCOnline @KTRTRS @zckukatpally @arvindkumar_ias @TelanganaCMO,Sanitation,1
16137,16138,Hygiene and sanitation. Gentlemen it is advisable to wash our hands after visiting the toilet. I now encourage you to wash your hands before urinating and after. We attract germs as we going on our business either... https://www.facebook.com/1829618658/posts/10212761475791632/,Sanitation,1
16138,16139,The drive for Clean India has turned d focus on sanitation like never before.We admire Modi &amp; his government for this mission that will change quality of life for millions of people.Rotary Club of Thane Hills has taken a step towards it by providing 791 toilets in Aaghai Village. ,Sanitation,1
16139,16140,"@cyrilRamaphosa, @patriciaDeLille and @departmentPWI Pit latrine backlog must be addressed now. We can't forget 5 year old Michael Komape who drowned in pit toilet while at school in 2014. We need Sanitation solutions for rural schools. @changingthingsa @saice_civil @The_CESA",Sanitation,1
16140,16141,"Hon. Mohammed Adjei Sowah inspected a number of completed household bio-digester toilet facilities being constructed by the Ministry (Ministry of Inner City and Zongo Development) in collaboration with GAMA Sanitation and Water project in Chorkor, Lamptey Maami, Amamomo, ",Sanitation,1
16141,16142,"The slums are prone to OD as toilet facilities are inadequate and most times absent. Improved sanitation and hygiene practices is fundamental to child survival, socio-economic development and wellbeing of citizens. In addition, it safeguards girls/women’s dignity ",Sanitation,1
16142,16143,Toilets alone are not enough to solve #Indonesia’s massive waste contamination problem. Learn how @usaidindonesia is helping clean up the septage landscape &amp; increase adoption of safe sanitation systems #USAIDTransforms @airsanitasi,Sanitation,1
16143,16144,"Developing and working on Water, Sanitation, and Hygiene (#WASH) facilities is an important step towards a #sustainablefuture and #healthycommunities. Read more how recent innovations allow toilets to turn waste into energy and fertilizers. ",Sanitation,1
16144,16145,@BMTC_BENGALURU thinks that all roads are belongs to them. Most of the traffic jam is created by them by parking the bus mid of the road. Bangalore traffic police and bmtc staff is memorable for ever..!!,Traffic/Parking,1
16145,16146,"This road rage has become so common these days. Having said that, this kind of elitism of branding every bmtc driver as some kind of goonda also be condemned. These folks drive the buses for us day in and out in bangalore traffic when some us struggle to drive for an hour",Traffic/Parking,1
16146,16147,"These BMTC bus drivers don't follow basic road rules. Stop the bus in middle of the road, jump signals. Its all because they are not fined by Bangalore Traffic Police. They drive while talking on mobile and collecting fares. ",Traffic/Parking,1
16147,16148,And Electronic City and ORR and Sarjapur Road. They never heard of the word “planning” “traffic studies” “origin destination patterns”,Traffic/Parking,1
16148,16149,"@MumbaiPolice @ThaneCityPolice @MumbaiMirror I am sure Mumbai must be striving hard this year to beat Bangalore in traffic chart. As tweeted earlier, as day passes we road users create records on travel time. One thing is for sure, common man's misery continues.",Traffic/Parking,1
16149,16150,"#Philippines - Bangalore and Manila world's worst cities for traffic As everyone knows, driving would be much more fun if there weren't so many cars on the road. Urban areas are bad for traffic but have you ever wondered where the worst ones are? The… https://news-guru-magazine.blogspot.com/2020/01/philippines-bangalore-and-manila-worlds.html",Traffic/Parking,1
16150,16151,Just by speeding up &opening cottonpet main road which is important link between north &amp; south Bangalore much traffic congestion can be eliminated.pls update status of this which is more than a year old.,Traffic/Parking,1
16151,16152,Walk opposite 2 Vehicular Traffic as per article 20 of Convention on Road Traffic &amp; raise ur hand while crossing any road. In Bangalore Pedestrian space has been encroached for motor vehicles. Central Govt. replied Pedestrian not covered by Road Safety. my PIL WP 1256/2019 in SC ,Traffic/Parking,1
16152,16153,"The auto fare between Majestic railway station and Lavelle road in Bangalore cost INR .90/-,while the return journey cost INR.120/-in evening traffic",Traffic/Parking,1
16153,16154,"@BBMP_MAYOR Honourable First Citizen of Bangalore, Kindly have a view of Sarjapur Main Road where it is almost impossible to cross the road and is impossible for kids and adults and is unsafe. Digging on both sides, blockages in between, gross traffic violations. Please Help. ",Traffic/Parking,1
16154,16155,The High CONGESTION Road! Edinburgh is named worst UK city for traffic misery for THIRD year in row - while Bangalore is branded world's bumper-to-bumper capital via https://dailym.ai/ios,Traffic/Parking,1
16155,16156,Before we reach worst traffic situation like Bangalore in BBSR...any update on Jaydev Vihar-Nandan Kanan Parallel road?? @CMO_Odisha @5TsOdisha @WorksDepartment @MoSarakaar . https://www.newindianexpress.com/states/odisha/2018/jan/03/parallel-road-to-ease-traffic-flow-on-jaydev-vihar-nandankanan-route-1743159.html,Traffic/Parking,1
16156,16157,"Bangalore and Manilla world's worst cities for traffic: As everyone knows, driving would be much more fun if there weren't so many cars on the road. Urban areas are bad for traffic but have you ever wondered… http://dlvr.it/RP0kwk #25thAmendmentNow #ImpeachTrump #TheResistance",Traffic/Parking,1
16157,16158,"Just 2days back Bangalore has been credited as the No.1 city which has worst traffic by a company called TomTom, previously which had been running into controversy. So #bangaloretraffic #worsttraffic ? All most all cities of India have bad traffic bec of ill practices on road! ",Traffic/Parking,1
16158,16159,"India is definitely on top of this global ranking. I often wonder how much India's productivity will go up if road traffic conditions were to improve.. just Mumbai, Bangalore and Delhi have a combined GDP of &gt;700billion USD (ppp) https://www.wired.com/story/worlds-most-traffic-choked-cities-ranked/",Traffic/Parking,1
16159,16160,"This is the absolute requirement of a common man, and our media never focus on these issues, lacks and apathy in traffic management and clueless road construction makes us to feel like bastards on Bangalore roads @narendramodi @PMOIndia @CMofKarnataka @nitin_gadkari",Traffic/Parking,1
16160,16161,"True that! But Mumbai is more regulated in terms of traffic, Delhi has the better road infrastructure - the general quality of Pune roads is fine !!! Bangalore was always a challenge ! :)",Traffic/Parking,1
16161,16162,"This is the absolute requirement of a common man, and our media never focus on these issues, lacks and apathy in traffic management and clueless road construction makes us to feel like bastards on Bangalore roads @narendramodi @PMOIndia @CMofKarnataka @nitin_gadkari",Traffic/Parking,1
16162,16163,"This is the absolute requirement of a common man, and our media never focus on these issues, lacks and apathy in traffic management and clueless road construction makes us to feel like bastards on Bangalore roads @narendramodi @PMOIndia @CMofKarnataka @nitin_gadkari",Traffic/Parking,1
16163,16164,Bangalore is most congested city in the world. Road -Traffic planners need to develop FLY-OVER-SYSTEM soon. ,Traffic/Parking,1
16164,16165,Well this is true for road commuters (Pvt car users ) but hence only way is to strengthen public transport like train n metro. (Mumbai still carries 10 million ppl on public transportation who are not delayed due to traffic). Bangalore is 10 times worse than Mumbai,Traffic/Parking,1
16165,16166,"This kind of jam happens every day in Delhi Bombay Bangalore even otherwise. Instead of asking people to do better, let's start asking our government to do better too right? Why is our connectivity so poor? Why are we so dependent on one road? Why is the traffic this bad ALWAYS?",Traffic/Parking,1
16166,16167,"@PiyushGoyal @PiyushGoyalOffc there is a manual train signal in one of the busiest road in Bangalore (towards Hoodi) where ppl every morning struck in traffic 20-30 min, why can't a bridge be made here",Traffic/Parking,1
16167,16168,"@blrcitytraffic @DCPTrNorthBCP @BBMPCOMM @CPBlr @drashwathcn I have never seen such a blindfold authority in Bangalore till date. Look at Kalyanagar Ring road, in the name of white topping, traffic jam for 5km till Ramurtynagar. But white no work is happening.",Potholes,1
16168,16169,@nitin_gadkari dear sir why there is not one nation one road tax system in india unlike other countries for people like us who migrate to different states for job need. I m regularly being harrassed for traffic cops for driving non- Karnataka vehicle in Bangalore.,Traffic/Parking,1
16169,16170,This is everyday and across Bangalore same issue. In front of police only they will stop in middle or road or just a a corner and traffic will stop. Both traffic cop and drive should be responsible.,Traffic/Parking,1
16170,16171,"When I moved to Bangalore, I was aware of its time consuming, congested and unmanageable traffic. But after moving here, I noticed something more concerning, the safety of commuters on the roads. @blrcitytraffic #RoadSafety #bike #trafficpolice #road #travel #bike #biketrip #car",Traffic/Parking,1
16171,16172,Crossing the Nrupathunga road in a single signal! That's how Bangalore's traffic is on the republic day #bmtc,Traffic/Parking,1
16172,16173,Hello @MORTHIndia This is the state of toll gates between Bangalore-Tumkur road. There are 3 tollgates within 60 km and min half km traffic at every toll. This is really frustrating @NHAISocialmedia. Please fix it. ,Traffic/Parking,1
16173,16174,"@nitin_gadkari sir, this is the state of toll gates between Bangalore-Tumkur road. There are 3 tollgates within 60 km and min half km traffic at every toll. This is really frustrating @NHAISocialmedia. Please fix it. ",Traffic/Parking,1
16174,16175,"@BBMP_MAYOR Hon'Ble Mayor , please take up the development of Roads in Bangalore . Please stop White TOPPING in Bangalore city , it is causing more traffic jams especially the Nihmans road . Find alternative to Jayadeva and Silk board roads .",Potholes,1
16175,16176,"Agriculture and Transportation are both big challenges Bangalore faces. However, with such a large population, both of these problems are connected, as the city needs more road space to try and release traffic tensions: ",Traffic/Parking,1
16176,16177,Traffic mgt is the key to Bangalore.. very Very sorry status,Traffic/Parking,1
16177,16178,Gross violation of traffic rules @blrcitytraffic .. This is one pic.. we see thousands in a day in each Bangalore road.. Need to be aggressive on this @BlrCityPolice @CPBlr,Traffic/Parking,1
16178,16179,"Starting of Metro on Outer Ring Road in Bangalore (Marathalli) is far from the reality and traffic is increasing day by day. This is request of our railway ministry and our Karnataka government who believes in the progress, to make use of the existing Bangalore - Hosur track",Traffic/Parking,1
16179,16180,"I second that! Was on the same road, walked from hsr to btm udupi garden because I could no longer wait in traffic(45 mins in the same spot). Being a Bangalorean, seeing this stage of Bangalore is very disheartening. No road is good for travel. @WeAreBangalore",Traffic/Parking,1
16180,16181,@deepolice12 So Many bounce bikes are abandoned on busy roads of Bangalore. it’s causing horrible traffic jam. Saw few bounce bikes on the main road from jay mahal to mekhri circle and even on Hebbal flyover.kindly apply strict fines to such companies.,Traffic/Parking,1
16181,16182,So should we allow you on right? Since you are using more road space? Smaller vehicles can go faster in traffic hence they are on right. If ppl understand that and follow lane discipline the half of Bangalore traffic problem can be solved,Traffic/Parking,1
16182,16183,And u talking about BMTC bus drivers and conductors they are the first persons to be blamed for the traffic problem in Bangalore because they never stop at the bus stops and their favourite spot is road!! Talking about bad treatment they behave even badly with passengers!! Karma!,Traffic/Parking,1
16183,16184,"Due to white topping and bad condition of roads, lot of traffic on Hosur Road from Silkboard to Kormangala..and icing on the top private and govt busses stop in between where there is no stopping sign..#bangaloretraffic #Bangalore",Potholes,1
16184,16185,"The entire night would’ve been a disaster if not for @rohithleafemoji who gave me constant gyaan over phone that later hit me hard. Thank you, Rohith. But truly, Bangalore traffic sucks. And road discipline = ZERO. 8/",Traffic/Parking,1
16185,16186,"@AddlCPTraffic sir, Please post a traffic constable to exclusively manage traffic in front of Kendriya vidyalaya Asc centre south Bangalore , Victoria road . It's a mad rush between 2.40 pm when the school closes to 3 pm . Children run the risk of getting run over. Please help.",Traffic/Parking,1
16186,16187,#bangaloretraffic roads in terrible state add to traffic woes. Local representatives need to be taken for a ride around Bangalore while we commute to work to make them understand the reality. Bumpy and patchy roads.. road repair works left undone for more than 6months,Potholes,1
16187,16188,#bangaloretraffic only Bangaloreans Start a boycott Bangalore slogans maybe just maybe the State Govt.#BJP might listen to the infra agony of BLR. No road no traffic regulations no water slow metro construction pathetic civic amenities. Save BLR @YedduR yours truly a BJP fan,Potholes,1
16188,16189,In Bangalore even if you take a road less traveled yet you'll find traffic jam.,Traffic/Parking,1
16189,16190,@BBMP_MAYOR Bangalore traffic is a Plague. START #OddEvenruleforbusses. The Four wheelers here are plaguing the road. Eradicate Heavy duty Busses just to serve 2% of the population. Impose rules on single Car driver. #Help @BJP4Karnataka,Traffic/Parking,1
16190,16191,"Commute in @peakbengaluru is really worst Damn those traffic jams, wait times, wrong direction, road blocks. Worst part Ambulances even get into the traffic Makes me thing Bangalore really needs tunnels seriously Like The Boring Company Tunnels ",Traffic/Parking,1
16191,16192,#Bangalore stands still .. heavy traffic ..3 hours for 6 kms in HSR and koramangala road in outer ring road .. – at Madiwala Market,Traffic/Parking,1
16192,16193,"If we r nt finding any soltn or doing something towards this traffic in bangalore we are going to hit very bad, its sad to knw that Bengaluru like city don't even have good roads. One renovation will take months like krmngla road Do we ever find solution or never @CTRavi_BJP",Potholes,1
16193,16194,"In Bangalore, the line in the middle of the road is a traffic lane. ",Traffic/Parking,1
16194,16195,"I'm staying in Bangalore and when I'm on road (anytime), traffic stops for an hour. What's his point?",Traffic/Parking,1
16195,16196,Huge #traffic pileup towards silk board - both on HSR &amp; madiwala road - stuck for half an hour - #Bangalore #bangaloretraffic #silkboard - #Google maps showing a crash - not sure what's the reason?,Traffic/Parking,1
16196,16197,"Scenes on the road: bus, auto, cycle, van, scooter, bike, car, tempo truck. + a horse cart. All going at their own merry pace. And we wonder why there is traffic in Bangalore.",Traffic/Parking,1
16197,16198,This is main reason to get traffic in Bangalore Panathur Road #Bengaluru #Kadubisnahalli – at Panathur Road,Traffic/Parking,1
16198,16199,"Bangalore Traffic Police CANNOT man or control or bring discipline to the madness on the road, so why do they even try - esp peak hour they will switch off the traffic lights and do their dance, everywhere! Just pissing off! (Pincodes 102, 103) ",Traffic/Parking,1
16199,16200,All around Bangalore @swiggy_in and @ZomatoIN delivery executives are the biggest violators of wrong side driving. Just observe the traffic on service road on orr and you will definitely see violations.,Traffic/Parking,1
16200,16201,"Respected @narendramodi the Outer Ring Road from Hebbal to KR Puram in Bangalore is under some work n is going in very slow pace, everyday commuters facing too much of problem and spending more than 3 hrs in traffic ,I request u to order for faster completion of work @PMOIndia",Traffic/Parking,1
16201,16202,"Sir, though we agree that this should not happen. But if we think of better road, improved traffic conditions - these boys will deliver pizza within 20 minutes. Its the road condition of Bangalore for which i haven't seen anyone voicing out.",Potholes,1
16202,16203,"They should do something for the traffic conditions.. Bangalore has the worst traffic and road conditions are pathetic Work on the traffic system rather than sitting in office and tweeting absurd comments..if the traffic improves, the guy will be able to deliver pizza in 30 mins.",Potholes,1
16203,16204,After Navayuga toll huge traffic jam it is better to avoid toll road. #traffic #tollroad #bangalore #tumkuru #maheshaprabhu #borntolearn,Traffic/Parking,1
16204,16205,Bus lane is really needed in ORR Bangalore?? Most of the traffic in ORR is due to people crossing the road. Why not construct flyover to cross road across all crossing points?? @blrcitytraffic,Traffic/Parking,1
16205,16206,Huge Traffic jam on #bangalore #Tumkuru road near 8th mile exit due to Fasttag. Almost 3 kilometer traffic pilled up. @nitin_gadkari @PMOIndia #morningrush #maheshaprabhu #borntolearn,Traffic/Parking,1
16206,16207,#BBMP you guys should have planned and executed the white topping of Hosur road in December when Bangalore was sleeping...not now!!!! You just made Bengaluru traffic and people's lives WORSE!!!! And the manual labor in sight is just appalling..Why don't you build a new Bengaluru?,Potholes,1
16207,16208,May be. But in Bangalore most companies located in outer ring road..and all way from Electronics city to Hebbal is always heavy traffic.. more over this white topping..it kills,Traffic/Parking,1
16208,16209,"Good initiative by St. Joseph’s kids, creating traffic awareness in Bangalore - Double Road @BlrCityPolice @sjcbengaluru",Traffic/Parking,1
16209,16210,"Bangalore traffic on Ecospace road is worst on Mondays and Tuesdays, reason..Too many cars and single person inside..#bangaloretraffic",Traffic/Parking,1
16210,16211,Exactly.. We do this to improve the traffic situation in Bangalore and safety of everyone on road. But it's good if we get the feedback on the actions taken so that we can support more.. @blrcitytraffic should take necessary action..,Traffic/Parking,1
16211,16212,In view of national road safety week Bangalore traffic unit arranged drawing computation for childres at cubbonpark from Whitefield traffic police limits 1. Holly school 2.k.k school ,Traffic/Parking,1
16212,16213,Say hello to Bangalore traffic. People just take it for granted to ride/drive on the wrong side of the road ,Traffic/Parking,1
16213,16214,"@deepolice12 sir I even posted to traffic east I complained before no action have taken on footpath acquired shop clearance in j.b nagar10th main road near Bangalore one, here it's huge traffic jam, people can't walk on foot path because of the shops,tel sir to whom we need to",Traffic/Parking,1
16214,16215,"@BBMP_MAYOR @BBMPCOMM @blrcitytraffic @Tejasvi_Surya @basvanguditrfps @GovindKarjol this NICE Inner road can be used for public use, to reduce huge traffic in this Road, as it is a connective road to Giri Nagar,Bangalore ",Traffic/Parking,1
16215,16216,"@nitin_gadkari https://m.economictimes.com/news/economy/infrastructure/no-dearth-of-money-plan-to-spend-rs-five-lakh-crore-on-infrastructure-gadkari/articleshow/73376561.cms If this is true, then spend some money for easing the traffic on Sarjapur Road, Bangalore",Traffic/Parking,1
16216,16217,"#TRAFFIC I complained before no action have taken on footpath acquired shop clearance in jeevanbheemanagar 10th main road near Bangalore one, here it's huge traffic jam, people can't walk on foot path because of the shops, ,,,, tell me sir where should I complain",Traffic/Parking,1
16217,16218,#Bangalore 'Smartcard fare hike will increase road traffic' - ,Traffic/Parking,1
16218,16219,Strategic banner positioning on an overbridge on the arterial Hosur Road + Bangalore traffic jams = Maximum exposure for your cause ,Traffic/Parking,1
16219,16220,"Under BSY Government:- A Good Opportunity For All Officials To Make As Much As Money under the rule of BSY. Traffic police not booking many on One Way Entry on New Thippasandra Main Road, Bangalore.",Traffic/Parking,1
16220,16221,"Dear Mr. AmitShah please take stock of the Road Blocks, traffic jams caused due to your visit to Bangalore today. Next time make sure you visit early Morning or late night. Please don't visit in peak hours &amp; cause traffic jams &amp; inconvenience to people. Thank you @blrcitytraffic",Traffic/Parking,1
16221,16222,"Traffic jam on Palace Road, Jayamahal road, Bangalore....... Traffic stalled for 2 to 3 hrs..........Time to move out these tamashas by politicians outside the city limits.",Traffic/Parking,1
16222,16223,"Thanks to @AmitShah’s bangalore vidit, all roads from HAL Airport to MG road are blocked. 15min drive took 45min. If you’re not in the main road, traffic isn’t even moving. From 11am till 4pm. Over 500 policemen that I could count on my route. Even your time isn’t that valuable.",Traffic/Parking,1
16223,16224,@blrcitytraffic @BSYBJP @AmitShah.. Stuck at Raj Bhavan road since 45 mins without moving for a inch.. Wah Bangalore Traffic Police..Wah. Mr CM where are you??? #Senseless and Worthless Traffic Management#,Traffic/Parking,1
16224,16225,@highgroundtrfps .. Stuck at Raj Bhavan road since 45 mins without moving for a inch.. Wah Bangalore Traffic Police.. Wah#Senseless and Worthless Traffic Management#,Traffic/Parking,1
16225,16226,@nitin_gadkari 1am ....traffic jam at Bangalore airport road.Fastag implementation below par at the toll,Traffic/Parking,1
16226,16227,"@Tejasvi_Surya please look into traffic condition of bangalore its becoming worst day by day, i have not seen any progress in kormangala and ejipura traffic condition from lest 1/2 half year, even last month two people died and several got injured in the road accident.",Traffic/Parking,1
16227,16228,"Stuck in traffic with cars coming from the opposite direction. This seems to be the norm in front of Manyata Tech Park, Nagavara and Thanisandra Main Road with @blrcitytraffic policemen standing and watching the mess unfold #RoadSafety #Bangalore #stupidity",Traffic/Parking,1
16228,16229,@BlrCityPolice @blrcitytraffic @BangaloreMirror @dcpwhitefield @WFRising @KRPURATRAFFIC excellent session by kr puram team traffic police about road safety and traffic awareness at our office thank you from rainbow children's hospital marathalli Bangalore ,Traffic/Parking,1
16229,16230,There is heavy Traffic Jam near Bangalore Nelamangala toll. The reason is #Fasttag . There is only one lane for cash and the entire road is blocked. There are 3 ambulances stuck in the Jam. Is the govt so rigid that you cannot extend the lanes? @Karnataka_DIPR @mani1972ias,Potholes,1
16230,16231,Dickinson Road Bangalore..near Sundram Finance at 9.23am dated 14th Jan 2020...where is our traffic guys https://twitter.com/blrcitytraffic/status/1216999601615470592,Traffic/Parking,1
16231,16232,"@BangaloreMirror @suvarnanewstv @timesofindia @btppubliceye Bangalore traffic conducts road safety week, but the same has resulted in a traffic block on Kasturba road . Proper precautions they should have taken",Potholes,1
16232,16233,"Why cannot the traffic be regulated in NECE road in Electronic City, Bangalore.. There is no Fast Tag or any automatic barrier.. @nitin_gadkari can you please help",Potholes,1
16233,16234,"Dear @blrcitytraffic @CPBlr - Huge, Huge traffic jams on Bull Temple Road, Chamarajapet &amp; surrounding areas! Struck for 55 mins now. Can you help?",Traffic/Parking,1
16234,16235,Sir could please look into Bangalore road and traffic condition.,Traffic/Parking,1
16235,16236,"@BSYBJP @PMOIndia @nitin_gadkari Sir please get us peripheral ring road, tired on daily traffic in bangalore.. We work so hard and pay tax, why cant expect good roads.",Traffic/Parking,1
16236,16237,@BSYBJP Sir i have voted for your party 3 times in last 2 or 3 years. but the kind of road and traffic we have to face in bangalore is pathetic. i thought BJP would do something. but instead the road and traffic condition is getting worse everyday...,Potholes,1
16237,16238,"@btppubliceye @Vogo_rentals Reporting Voilation of road traffic rules by parking just below No-Parking by Vogo Bike Rentals user. At ITPL Gate 3, Pattandur Agrahara, Bangalore PIN 560066. Time 1:48 PM Date 13 Jan 2020. Vehicle number available in the photo with GPS maps location ",Traffic/Parking,1
16238,16239,@btppubliceye this is why Bangalore traffic is worst in the country. Public doesn’t even know which side of the road to drive on ,Potholes,1
16239,16240,"Challaghatta Halt if fructified will ease pressure on road traffic within Bangalore as it's easier to go to Electronic City (via Nice Road), Magadi road traffic (via MAR road) ,JP Nagar, kanakapura road areas. Please do needful @DVSadanandGowda, @narenhs",Traffic/Parking,1
16240,16241,@blrcitytraffic Full jam on kodichekanahalli road near dmart. Not moved an inch from last 15 mins. #TrafficJam #Traffic #Bangalore,Traffic/Parking,1
16241,16242,"#AskDrAshwath , whats your take on Bangalore's road condition and the metro projects getting delayed year after year, can we expect any better traffic conditions ??",Potholes,1
16242,16243,"@MORTHIndia @nitin_gadkari @OfficeOfNG dear Gadkari ji and team please find a solution to the chronic traffic jams/nightmare on outer ring road in Bangalore. There is so much precious fuel, time wasted on daily basis. Fix like Gurgaon hero honda chowk NH8 pls.",Traffic/Parking,1
16243,16244,Bangalore traffic and road use are planned by the keenest haters of fellow humans,Traffic/Parking,1
16244,16245,"Baiyappanahalli - Banaswadi road that provides access to this station, cannot really handle the increase in traffic with the opening of the station. Also, considering the demand for trains from Bangalore to various parts of the country, it wouldn't be long before TCTB saturates",Traffic/Parking,1
16245,16246,"many road humps don't hv white paint in Blore, what is Bangalore Traffic Police doing ?? is it not your duty and responsibility to paint road humps ??",Potholes,1
16246,16247,@blrcitytraffic Sir no action taken on my complaint regarding the traffic jam and foot path acquisition Bangalore one 10th main road jeevanbheemanagar Bangalore -75,Traffic/Parking,1
16247,16248,"@PMOIndia @AmitShah @ArvindLBJP @Randeep_Dev @BBMPCOMM @BBMP_MAYOR Majority of top companies of Bangalore are on Ring Road , not sufficient to carry traffic, backside of Road gear school road is in pathetic condition how govt image will improve road is narrow, horrible condition",Traffic/Parking,1
16248,16249,@blrtraffic @hebbaltrafficps Nagavra junction is screwed up. Due to signal at nagavra the traffic has piled up in whole of hrbr road. Pls shift the bus stands atleast 100 m from the junction!! Never understood why whole of Bangalore has bus stands near junction to add to trafic,Traffic/Parking,1
16249,16250,Entire stretch of Sanjaynagar Bangalore North occupied by vendors forcing elderly pedestrians to walk on the road. This is making vehicular traffic to move at slow pace..total apathy by authorities. @BBMPCOMM @CPBlr @BBMP_MAYOR @BlrCityPolice @CMofKarnataka @BSYBJP,Traffic/Parking,1
16250,16251,"@BBMPCOMM @BBMP_MAYOR @Karnataka_DIPR Potholes on road near causing slow movement of traffic &amp; backpain to motorists Baneshwara Temple B.V.K Iyengar Road AS Char St, Santhusapet, Chickpet, Bangalore, Karnataka 560053 ",Traffic/Parking,1
16251,16252,"Bounce-Could you please take care of your vehicle that you give to people for self drive,they are dropping it anywhere on the road which is causing huge traffic,traffic is already a big concern in Bangalore. @sarjapurblr @BlrCityPolice @bounceshare",Traffic/Parking,1
16252,16253,People of Bangalore deserve the traffic in their city. No one knows how to drive. Lack of basic traffic and road sense. ,Traffic/Parking,1
16253,16254,@blrcitytraffic @addicptraffic service road is closed in nagawara signal for the benefit of auto stand. Huge traffic is getting piled up in service road. Is it allowed to close public road in bangalore ,Traffic/Parking,1
16254,16255,Truck accident at #Bellandur #Bangalore #traffic . Avoid Eco space ORR road ,Traffic/Parking,1
16255,16256,Traffic congestion in Bangalore is majorly caused by the huge oil tankers trying to enter the narrowest road like a BBC enters the skinny teen in porns.,Traffic/Parking,1
16256,16257,"@BSYBJP ,@RAshokaBJP ,@Tejasvi_Surya Dear sir's During your last stint you have built Bus stand at Kengeri but unfortunately still today all bus stops on main road which is hampered traffic between Mysore and Bangalore pl help",Traffic/Parking,1
16257,16258,"I got the same news from Bangalore, Mumbai and Hyderabad. Only good thing was—there was less traffic on the road (people got excused to work from home), every one had routine life only. It was rejected !",Traffic/Parking,1
16258,16259,"Parts of Bangalore Outer Ring Road have dedicated bus lane. Very good step. However, limited road width and poor enforcement is making this change ineffective. @BlrCityPolice - You have done a great job with helmet compliance. Try the same with bus lane. #Bangalore #Traffic",Traffic/Parking,1
16259,16260,Why only 447 cut all the trees on each and every road to make Bangalore traffic free . #pathetic decision @BBMP_MAYOR you will have to think of another solution for this,Traffic/Parking,1
16260,16261,"Who the hell are these people digging the roads every night! So much dust and debris, resulting in allergy attacks, creating poor visibility, increasing accident chances. Worst road conditions &amp; traffic management in the Country. The administration dept sucks in Bangalore.",Potholes,1
16261,16262,"Bangalore doesn't seem to be affected at all with the BharatBandh called for today. Vehicles are on the road, and the traffic situation is as usual. Though police is deployed in key junctions.",Traffic/Parking,1
16262,16263,Why are the roads and traffic control in Bangalore so bad? @BangaloreMirror can you do an indepth story and find out who is “accountable” for roads. What can a common man do? Apart from paying highest road tax in India. @BBMP_MAYOR,Potholes,1
16263,16264,"Two straight days , I drove 2 hours 40 mins in Outer Ring Road traffic . Today i started 1 hour earlier than yesterday at 5 Pm and reached at 7.40 Pm . Bangalore traffic is a nightmare after holidays . ",Traffic/Parking,1
16264,16265,Bangalore traffic back to its (normal)reputation after much needed Christmas break . Everyone craving for an inch of space of the road ! Also we are one of the best in utilising road space by allowing two way traffic on one way roads #blrtraffic @DCPTrEastBCP #DriveSafe,Traffic/Parking,1
